Customer_ID,Customer_Segment,City
CUST0344,Consumer,Pune
CUST0345,Consumer,Chennai
CUST0346,Corporate,Jaipur
CUST0347,Corporate,Delhi
CUST0348,Consumer,Mumbai
CUST0349,Consumer,Hyderabad
CUST0350,Corporate,Kolkata
CUST0351,Consumer,Hyderabad
CUST0352,Small Business,Bengaluru
CUST0353,Corporate,Bengaluru
CUST0354,Consumer,Hyderabad
CUST0355,Consumer,Bengaluru
CUST0356,Corporate,Delhi
CUST0357,Consumer,Pune
CUST0358,Corporate,Bengaluru
CUST0359,Small Business,Chennai
CUST0360,Corporate,Bengaluru
CUST0361,Consumer,Mumbai
CUST0362,Corporate,Delhi
CUST0363,Consumer,Mumbai
CUST0364,Consumer,Mumbai
CUST0365,Small Business,Chennai
CUST0366,Consumer,Delhi
CUST0367,Small Business,Delhi
CUST0368,Small Business,Jaipur
CUST0369,Consumer,Delhi
CUST0370,Consumer,Delhi
CUST0371,Consumer,Delhi
CUST0372,Consumer,Chennai
CUST0373,Consumer,Bengaluru
CUST0374,Corporate,Jaipur
CUST0375,Consumer,Mumbai
CUST0376,Consumer,Delhi
CUST0377,Small Business,Kolkata
CUST0378,Consumer,Bengaluru
CUST0379,Small Business,Bengaluru
CUST0380,Consumer,Mumbai
CUST0381,Consumer,Chennai
CUST0382,Corporate,Hyderabad
CUST0383,Corporate,Hyderabad
CUST0384,Small Business,Bengaluru
CUST0385,Corporate,Pune
CUST0386,Small Business,Pune
CUST0387,Consumer,Mumbai
CUST0388,Consumer,Hyderabad
CUST0389,Corporate,Bengaluru
CUST0390,Small Business,Chennai
CUST0391,Small Business,Hyderabad
CUST0392,Consumer,Bengaluru
CUST0393,Consumer,Bengaluru
CUST0394,Corporate,Delhi
CUST0395,Consumer,Chennai
CUST0396,Small Business,Delhi
CUST0397,Small Business,Mumbai
CUST0398,Consumer,Delhi
CUST0399,Corporate,Kolkata
CUST0400,Corporate,Delhi
CUST0401,Consumer,Kolkata
CUST0402,Small Business,Hyderabad
CUST0403,Consumer,Pune
CUST0404,Small Business,Jaipur
CUST0405,Consumer,Jaipur
CUST0406,Small Business,Bengaluru
CUST0407,Consumer,Jaipur
CUST0408,Consumer,Kolkata
CUST0409,Small Business,Chennai
CUST0410,Consumer,Delhi
CUST0411,Consumer,Kolkata
CUST0412,Small Business,Chennai
CUST0413,Small Business,Pune
CUST0414,Corporate,Jaipur
CUST0415,Corporate,Pune
CUST0416,Consumer,Jaipur
CUST0417,Consumer,Delhi
CUST0418,Consumer,Mumbai
CUST0419,Corporate,Delhi
CUST0420,Corporate,Hyderabad
CUST0421,Corporate,Kolkata
CUST0422,Corporate,Bengaluru
CUST0423,Consumer,Mumbai
CUST0424,Consumer,Delhi
CUST0425,Consumer,Chennai
CUST0426,Consumer,Mumbai
CUST0427,Consumer,Kolkata
CUST0428,Small Business,Jaipur
CUST0429,Consumer,Mumbai
CUST0430,Consumer,Jaipur
CUST0431,Consumer,Kolkata
CUST0432,Corporate,Delhi
CUST0433,Corporate,Kolkata
CUST0434,Consumer,Mumbai
CUST0435,Consumer,Chennai
CUST0436,Corporate,Pune
CUST0437,Consumer,Mumbai
CUST0438,Small Business,Kolkata
CUST0439,Corporate,Pune
CUST0440,Consumer,Kolkata
CUST0441,Consumer,Chennai
CUST0442,Small Business,Kolkata
CUST0443,Consumer,Delhi
CUST0444,Consumer,Bengaluru
CUST0445,Small Business,Jaipur
CUST0446,Small Business,Jaipur
CUST0447,Small Business,Mumbai
CUST0448,Corporate,Bengaluru
CUST0449,Consumer,Kolkata
CUST0450,Consumer,Chennai
CUST0451,Corporate,Mumbai
CUST0452,Corporate,Kolkata
CUST0453,Consumer,Pune
CUST0454,Small Business,Hyderabad
CUST0455,Consumer,Kolkata
CUST0456,Consumer,Bengaluru
CUST0457,Consumer,Mumbai
CUST0458,Consumer,Bengaluru
CUST0459,Consumer,Mumbai
CUST0460,Consumer,Kolkata
CUST0461,Consumer,Delhi
CUST0462,Corporate,Pune
CUST0463,Corporate,Kolkata
CUST0464,Corporate,Jaipur
CUST0465,Small Business,Bengaluru
CUST0466,Consumer,Hyderabad
CUST0467,Consumer,Hyderabad
CUST0468,Small Business,Chennai
CUST0469,Consumer,Mumbai
CUST0470,Small Business,Bengaluru
CUST0471,Consumer,Chennai
CUST0472,Small Business,Bengaluru
CUST0473,Consumer,Jaipur
CUST0474,Small Business,Mumbai
CUST0475,Consumer,Kolkata
CUST0476,Small Business,Kolkata
CUST0477,Consumer,Hyderabad
CUST0478,Corporate,Kolkata
CUST0479,Small Business,Kolkata
CUST0480,Consumer,Jaipur
CUST0481,Corporate,Delhi
CUST0482,Corporate,Hyderabad
CUST0483,Consumer,Chennai
CUST0484,Corporate,Pune
CUST0485,Corporate,Delhi
CUST0486,Small Business,Chennai
CUST0487,Consumer,Mumbai
CUST0488,Consumer,Delhi
CUST0489,Small Business,Jaipur
CUST0490,Small Business,Chennai
CUST0491,Consumer,Mumbai
CUST0492,Corporate,Hyderabad
CUST0493,Consumer,Pune
CUST0494,Consumer,Mumbai
CUST0495,Consumer,Kolkata
CUST0496,Consumer,Bengaluru
CUST0497,Corporate,Mumbai
CUST0498,Consumer,Mumbai
CUST0499,Small Business,Pune
CUST0500,Small Business,Bengaluru
CUST0501,Corporate,Kolkata
CUST0502,Consumer,Chennai
CUST0503,Consumer,Chennai
CUST0504,Small Business,Mumbai
CUST0505,Corporate,Jaipur
CUST0506,Consumer,Jaipur
CUST0507,Small Business,Bengaluru
CUST0508,Small Business,Bengaluru
CUST0509,Small Business,Kolkata
CUST0510,Corporate,Pune
CUST0511,Corporate,Hyderabad
CUST0512,Consumer,Chennai
CUST0513,Small Business,Pune
CUST0514,Small Business,Delhi
CUST0515,Consumer,Chennai
CUST0516,Consumer,Pune
CUST0517,Consumer,Chennai
CUST0518,Small Business,Hyderabad
CUST0519,Small Business,Delhi
CUST0520,Consumer,Jaipur
CUST0521,Corporate,Jaipur
CUST0522,Consumer,Hyderabad
CUST0523,Small Business,Kolkata
CUST0524,Small Business,Delhi
CUST0525,Small Business,Mumbai
CUST0526,Consumer,Pune
CUST0527,Consumer,Delhi
CUST0528,Consumer,Kolkata
CUST0529,Consumer,Kolkata
CUST0530,Small Business,Hyderabad
CUST0531,Small Business,Chennai
CUST0532,Small Business,Delhi
CUST0533,Small Business,Pune
CUST0534,Corporate,Delhi
CUST0535,Corporate,Bengaluru
CUST0536,Small Business,Chennai
CUST0537,Small Business,Pune
CUST0538,Consumer,Jaipur
CUST0539,Consumer,Pune
CUST0540,Consumer,Mumbai
CUST0541,Small Business,Hyderabad
CUST0542,Corporate,Mumbai
CUST0543,Consumer,Pune
CUST0544,Corporate,Chennai
CUST0545,Corporate,Delhi
CUST0546,Consumer,Jaipur
CUST0547,Consumer,Delhi
CUST0548,Corporate,Chennai
CUST0549,Consumer,Pune
CUST0550,Corporate,Kolkata
CUST0551,Consumer,Delhi
CUST0552,Small Business,Kolkata
CUST0553,Corporate,Delhi
CUST0554,Corporate,Delhi
CUST0555,Small Business,Jaipur
CUST0556,Consumer,Hyderabad
CUST0557,Consumer,Hyderabad
CUST0558,Consumer,Bengaluru
CUST0559,Corporate,Mumbai
CUST0560,Corporate,Chennai
CUST0561,Corporate,Chennai
CUST0562,Consumer,Chennai
CUST0563,Consumer,Bengaluru
CUST0564,Consumer,Hyderabad
CUST0565,Consumer,Pune
CUST0566,Corporate,Kolkata
CUST0567,Consumer,Jaipur
CUST0568,Consumer,Kolkata
CUST0569,Small Business,Pune
CUST0570,Consumer,Jaipur
CUST0571,Consumer,Bengaluru
CUST0572,Corporate,Pune
CUST0573,Consumer,Chennai
CUST0574,Corporate,Mumbai
CUST0575,Small Business,Delhi
CUST0576,Small Business,Kolkata
CUST0577,Consumer,Hyderabad
CUST0578,Small Business,Hyderabad
CUST0579,Consumer,Bengaluru
CUST0580,Consumer,Jaipur
CUST0581,Consumer,Hyderabad
CUST0582,Small Business,Chennai
CUST0583,Consumer,Kolkata
CUST0584,Consumer,Pune
CUST0585,Corporate,Chennai
CUST0586,Consumer,Bengaluru
CUST0587,Consumer,Chennai
CUST0588,Consumer,Pune
CUST0589,Consumer,Mumbai
CUST0590,Consumer,Bengaluru
CUST0591,Consumer,Mumbai
CUST0592,Corporate,Delhi
CUST0593,Consumer,Mumbai
CUST0594,Consumer,Delhi
CUST0595,Small Business,Delhi
CUST0596,Consumer,Mumbai
CUST0597,Corporate,Bengaluru
CUST0598,Consumer,Jaipur
CUST0599,Consumer,Pune
CUST0600,Consumer,Chennai
CUST0601,Consumer,Chennai
CUST0602,Consumer,Pune
CUST0603,Consumer,Kolkata
CUST0604,Consumer,Kolkata
CUST0605,Consumer,Delhi
CUST0606,Consumer,Delhi
CUST0607,Consumer,Bengaluru
CUST0608,Consumer,Hyderabad
CUST0609,Consumer,Mumbai
CUST0610,Corporate,Delhi
CUST0611,Consumer,Chennai
CUST0612,Corporate,Bengaluru
CUST0613,Corporate,Mumbai
CUST0614,Consumer,Bengaluru
CUST0615,Small Business,Mumbai
CUST0616,Small Business,Mumbai
CUST0617,Consumer,Pune
CUST0618,Consumer,Delhi
CUST0619,Small Business,Jaipur
CUST0620,Corporate,Bengaluru
CUST0621,Consumer,Jaipur
CUST0622,Consumer,Bengaluru
CUST0623,Consumer,Pune
CUST0624,Consumer,Chennai
CUST0625,Corporate,Jaipur
CUST0626,Consumer,Chennai
CUST0627,Consumer,Kolkata
CUST0628,Corporate,Delhi
CUST0629,Consumer,Delhi
CUST0630,Consumer,Hyderabad
CUST0631,Corporate,Pune
CUST0632,Small Business,Chennai
CUST0633,Consumer,Mumbai
CUST0634,Consumer,Bengaluru
CUST0635,Consumer,Delhi
CUST0636,Consumer,Jaipur
CUST0637,Consumer,Bengaluru
CUST0638,Consumer,Bengaluru
CUST0639,Consumer,Hyderabad
CUST0640,Consumer,Chennai
CUST0641,Consumer,Delhi
CUST0642,Consumer,Bengaluru
CUST0643,Consumer,Delhi
CUST0644,Consumer,Mumbai
CUST0645,Consumer,Hyderabad
CUST0646,Small Business,Mumbai
CUST0647,Corporate,Delhi
CUST0648,Corporate,Kolkata
CUST0649,Corporate,Jaipur
CUST0650,Consumer,Delhi
CUST0651,Consumer,Chennai
CUST0652,Consumer,Bengaluru
CUST0653,Corporate,Bengaluru
CUST0654,Corporate,Mumbai
CUST0655,Consumer,Jaipur
CUST0656,Consumer,Hyderabad
CUST0657,Consumer,Kolkata
CUST0658,Consumer,Pune
CUST0659,Corporate,Jaipur
CUST0660,Corporate,Bengaluru
CUST0661,Consumer,Chennai
CUST0662,Small Business,Jaipur
CUST0663,Corporate,Mumbai
CUST0664,Consumer,Mumbai
CUST0665,Consumer,Pune
CUST0666,Consumer,Chennai
CUST0667,Consumer,Hyderabad
CUST0668,Consumer,Jaipur
CUST0669,Consumer,Chennai
CUST0670,Consumer,Hyderabad
CUST0671,Consumer,Chennai
CUST0672,Small Business,Chennai
CUST0673,Consumer,Delhi
CUST0674,Consumer,Mumbai
CUST0675,Consumer,Jaipur
CUST0676,Small Business,Chennai
CUST0677,Consumer,Jaipur
CUST0678,Consumer,Pune
CUST0679,Small Business,Chennai
CUST0680,Small Business,Bengaluru
CUST0681,Small Business,Mumbai
CUST0682,Consumer,Bengaluru
CUST0683,Consumer,Jaipur
CUST0684,Corporate,Jaipur
CUST0685,Small Business,Mumbai
CUST0686,Corporate,Jaipur
CUST0687,Corporate,Bengaluru
CUST0688,Consumer,Chennai
CUST0689,Corporate,Chennai
CUST0690,Consumer,Delhi
CUST0691,Consumer,Pune
CUST0692,Consumer,Jaipur
CUST0693,Consumer,Bengaluru
CUST0694,Consumer,Jaipur
CUST0695,Consumer,Jaipur
CUST0696,Corporate,Hyderabad
CUST0697,Consumer,Delhi
CUST0698,Corporate,Bengaluru
CUST0699,Consumer,Bengaluru
CUST0700,Consumer,Jaipur
CUST0701,Consumer,Delhi
CUST0702,Consumer,Chennai
CUST0703,Consumer,Bengaluru
CUST0704,Consumer,Chennai
CUST0705,Consumer,Delhi
CUST0706,Small Business,Chennai
CUST0707,Consumer,Mumbai
CUST0708,Small Business,Hyderabad
CUST0709,Consumer,Kolkata
CUST0710,Corporate,Bengaluru
CUST0711,Corporate,Pune
CUST0712,Corporate,Hyderabad
CUST0713,Consumer,Kolkata
CUST0714,Consumer,Chennai
CUST0715,Consumer,Bengaluru
CUST0716,Small Business,Chennai
CUST0717,Small Business,Mumbai
CUST0718,Small Business,Delhi
CUST0719,Consumer,Bengaluru
CUST0720,Corporate,Kolkata
CUST0721,Small Business,Kolkata
CUST0722,Consumer,Mumbai
CUST0723,Consumer,Mumbai
CUST0724,Corporate,Jaipur
CUST0725,Corporate,Bengaluru
CUST0726,Small Business,Chennai
CUST0727,Consumer,Pune
CUST0728,Corporate,Kolkata
CUST0729,Consumer,Kolkata
CUST0730,Consumer,Mumbai
CUST0731,Consumer,Hyderabad
CUST0732,Small Business,Mumbai
CUST0733,Corporate,Pune
CUST0734,Consumer,Chennai
CUST0735,Consumer,Chennai
CUST0736,Small Business,Hyderabad
CUST0737,Consumer,Kolkata
CUST0738,Small Business,Mumbai
CUST0739,Consumer,Jaipur
CUST0740,Consumer,Chennai
CUST0741,Consumer,Pune
CUST0742,Consumer,Bengaluru
CUST0743,Corporate,Delhi
CUST0744,Consumer,Delhi
CUST0745,Consumer,Delhi
CUST0746,Small Business,Jaipur
CUST0747,Consumer,Kolkata
CUST0748,Consumer,Mumbai
CUST0749,Small Business,Hyderabad
CUST0750,Corporate,Jaipur
CUST0751,Consumer,Jaipur
CUST0752,Small Business,Chennai
CUST0753,Corporate,Bengaluru
CUST0754,Consumer,Jaipur
CUST0755,Consumer,Pune
CUST0756,Corporate,Bengaluru
CUST0757,Corporate,Pune
CUST0758,Consumer,Kolkata
CUST0759,Small Business,Mumbai
CUST0760,Corporate,Delhi
CUST0761,Consumer,Jaipur
CUST0762,Consumer,Mumbai
CUST0763,Consumer,Kolkata
CUST0764,Corporate,Hyderabad
CUST0765,Consumer,Hyderabad
CUST0766,Corporate,Kolkata
CUST0767,Corporate,Pune
CUST0768,Small Business,Chennai
CUST0769,Consumer,Chennai
CUST0770,Small Business,Pune
CUST0771,Consumer,Hyderabad
CUST0772,Small Business,Hyderabad
CUST0773,Consumer,Jaipur
CUST0774,Consumer,Hyderabad
CUST0775,Corporate,Mumbai
CUST0776,Consumer,Hyderabad
CUST0777,Consumer,Bengaluru
CUST0778,Corporate,Jaipur
CUST0779,Corporate,Delhi
CUST0780,Corporate,Hyderabad
CUST0781,Corporate,Pune
CUST0782,Consumer,Delhi
CUST0783,Consumer,Mumbai
CUST0784,Consumer,Pune
CUST0785,Consumer,Delhi
CUST0786,Small Business,Pune
CUST0787,Corporate,Mumbai
CUST0788,Consumer,Jaipur
CUST0789,Consumer,Bengaluru
CUST0790,Small Business,Mumbai
CUST0791,Consumer,Mumbai
CUST0792,Corporate,Pune
CUST0793,Consumer,Jaipur
CUST0794,Corporate,Kolkata
CUST0795,Consumer,Chennai
CUST0796,Small Business,Hyderabad
CUST0797,Small Business,Hyderabad
CUST0798,Corporate,Bengaluru
CUST0799,Corporate,Bengaluru
CUST0800,Small Business,Hyderabad
